,CollegeID,Lifts,WalkingAids,Toilets
29,IR-E-I-1441.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
30,IR-E-C-24004.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
31,IR-E-C-19607.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
32,IR-E-C-33773.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
33,IR-E-C-26794.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
34,IR-E-C-19582.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
35,IR-E-U-0169.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
36,IR-E-C-43708.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
37,IR-E-U-0190.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
38,IR-E-U-0555.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
39,IR-E-U-0619.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
40,IR-E-U-0147.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
41,IR-E-C-37065.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
42,IR-E-C-7252.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
43,IR-E-U-0020.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
44,IR-E-C-18886.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
45,IR-E-U-0878.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
46,IR-E-U-0765.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
47,IR-E-C-36969.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
48,IR-E-U-0439.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
49,IR-E-C-18010.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
50,IR-E-U-0172.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
51,IR-E-U-0493.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
52,IR-E-U-0223.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
53,IR-E-C-19650.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
54,IR-E-U-0105.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
55,IR-E-U-0535.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
56,IR-E-U-0564.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
57,IR-E-U-0384.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
58,IR-E-U-0621.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
59,IR-E-C-37064.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
60,IR-E-C-6379.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
61,IR-E-U-0491.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
62,IR-E-U-0017.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
63,IR-E-U-0844.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
64,IR-E-U-0938.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
65,IR-E-C-1336.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
66,IR-E-U-0168.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
67,IR-E-U-0334.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
68,IR-E-C-18254.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
69,IR-E-U-0749.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
70,IR-E-U-0072.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
71,IR-E-U-0643.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
72,IR-E-U-0474.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
73,IR-E-U-0237.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
74,IR-E-C-42227.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
75,IR-E-U-0460.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
76,IR-E-C-18817.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
77,IR-E-C-36975.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
78,IR-E-U-0614.pdf,"Yes, more than 60% of the buildings",Yes,"Yes, more than 60% of the buildings"
79,IR-E-U-0774.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
80,IR-E-U-0202.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
81,IR-E-C-27058.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
82,IR-E-C-16614.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
83,IR-E-U-0410.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
84,IR-E-C-6581.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
85,IR-E-C-46111.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
86,IR-E-U-0273.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
87,IR-E-C-16626.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
88,IR-E-U-0513.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
89,IR-E-C-45375.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
90,IR-E-C-19667.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
91,IR-E-U-0175.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
92,IR-E-U-0616.pdf,"Yes, more than 40% of the buildings",Yes,"Yes, more than 60% of the buildings"
93,IR-E-I-1015.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
94,IR-E-I-1075.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
95,IR-E-U-0363.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
96,IR-E-C-17958.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
97,IR-E-C-27089.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
98,IR-E-U-0043.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
99,IR-E-C-41593.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
100,IR-E-C-35417.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
101,IR-E-U-0249.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
102,IR-E-C-1371.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
103,IR-E-U-0795.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
104,IR-E-C-19747.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
105,IR-E-U-0025.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
106,IR-E-U-0467.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
107,IR-E-C-30045.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
108,IR-E-C-1406.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
109,IR-E-U-0473.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
110,IR-E-C-26929.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
111,IR-E-U-0391.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
112,IR-E-C-1262.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
113,IR-E-U-0053.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
114,IR-E-U-0356.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
115,IR-E-C-1331.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
116,IR-E-U-0445.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
117,IR-E-U-0436.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
118,IR-E-U-0575.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
119,IR-E-U-0263.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
120,IR-E-C-43264.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
121,IR-E-U-0604.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
122,IR-E-C-33641.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
123,IR-E-C-19534.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
124,IR-E-C-25622.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
125,IR-E-U-0389.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
126,IR-E-U-0374.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
127,IR-E-C-37028.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
128,IR-E-C-42054.pdf,"Yes, more than 60% of the buildings",Yes,"Yes, more than 60% of the buildings"
129,IR-E-U-0496.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
130,IR-E-U-0507.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
131,IR-E-C-1352.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
132,IR-E-C-27616.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 60% of the buildings"
133,IR-E-U-0622.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
134,IR-E-U-0733.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
135,IR-E-C-19754.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
136,IR-E-U-0286.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
137,IR-E-U-0217.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
138,IR-E-C-16547.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
139,IR-E-C-16576.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
140,IR-E-U-0284.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
141,IR-E-U-0080.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
142,IR-E-U-0098.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
143,IR-E-C-30153.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
144,IR-E-U-0458.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
145,IR-E-C-10342.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
146,IR-E-C-1297.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
147,IR-E-C-16560.pdf,"Yes, more than 80% of the buildings",Yes,"Yes, more than 80% of the buildings"
